Car_Name,Year,Selling_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,engine,max_power,seats,mileage
Maruti Alto K10 VXI,2019,360000,27000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Individual,Manual,First Owner,796,34.2,5,16.8
Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Individual,Manual,First Owner,1120,70,5,24
Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second Owner,793,47,5,27.62
Mahindra Marazzo M6,2018,1200000,50000,Diesel,Individual,Manual,First Owner,1497,121,7,17.3
Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Individual,Manual,Second Owner,1248,75,5,17.8
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First Owner,2494,100.6,8,12.99
Mahindra XUV500 W8 2WD,2014,800000,60000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,Petrol,Dealer,Manual,Second Owner,999,123.37,5,18.88
Hyundai Santro Xing GLS,2010,150000,60000,Petrol,Individual,Manual,Third Owner,1086,62.1,5,17.92
Chevrolet Beat Diesel LT,2012,170000,90000,Diesel,Individual,Manual,First Owner,936,57.6,5,25.44
Renault Duster 110PS Diesel RxL,2013,360000,81000,Diesel,Individual,Manual,Second Owner,1461,108.45,5,19.01
Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Individual,Manual,First Owner,1186,73.97,5,25.4
Renault Duster 110PS Diesel RxZ,2012,350000,105000,Diesel,Individual,Manual,Second Owner,1461,108.45,5,19.01
Renault Duster 110PS Diesel RxZ,2012,375000,100000,Diesel,Individual,Manual,Second Owner,1461,108.45,5,19.01
Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CNG,Individual,Manual,First Owner,1196,61.7,5,30.716
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,Diesel,Individual,Manual,Third Owner,1396,88.76,5,21.9
Volkswagen Vento Diesel Comfortline,2011,260000,120000,Diesel,Individual,Manual,Third Owner,1598,103.6,5,20.54
Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,Diesel,Individual,Manual,Fourth & Above Owner,2179,138.1,7,11.57
Hyundai Santro Xing GLS,2014,220000,40000,Petrol,Individual,Manual,First Owner,1086,62.1,5,17.92
Hyundai i10 Magna 1.2 iTech SE,2014,275000,53000,Petrol,Individual,Manual,First Owner,1197,78.9,5,20.36
Maruti Swift LDI Optional,2017,455000,60000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Hyundai i20 1.2 Magna Executive,2017,570000,30000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Volkswagen Vento Diesel Highline,2013,330000,100000,Diesel,Individual,Manual,Third Owner,1598,103.6,5,20.54
Maruti Ertiga ZDI,2012,450000,98000,Diesel,Individual,Manual,Fourth & Above Owner,1248,88.8,7,20.77
Hyundai EON Magna Plus,2014,250000,60000,Petrol,Individual,Manual,First Owner,814,55.2,5,21.1
Hyundai i10 Sportz,2010,165000,80000,Petrol,Individual,Manual,Third Owner,1197,78.9,5,20.36
Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Dealer,Manual,First Owner,1199,88.7,5,18.7
Tata Tigor 1.2 Revotron XZA,2017,525000,19723,Petrol,Dealer,Automatic,First Owner,1199,84,5,20.3
Honda City 1.5 V MT Sunroof,2016,825000,21446,Petrol,Dealer,Manual,First Owner,1497,116.3,5,16.8
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,52289,Diesel,Dealer,Manual,First Owner,1248,88.5,5,25.1
Mahindra Scorpio S4 Plus,2017,950000,52236,Diesel,Dealer,Manual,First Owner,2179,120,7,15.4
Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,Diesel,Dealer,Manual,First Owner,2179,120,7,15.4
Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Dealer,Manual,First Owner,1396,90,5,21.9
Tata Tiago XT,2019,490000,33928,Petrol,Dealer,Manual,First Owner,1199,84.48,5,23.84
Mahindra TUV 300 T4 Plus,2018,775000,59736,Diesel,Dealer,Manual,First Owner,1493,100,7,18.49
Honda City 1.5 V MT,2009,350000,54290,Petrol,Dealer,Manual,First Owner,1497,118,5,17
Honda Brio S MT,2016,475000,2118,Petrol,Dealer,Manual,First Owner,1198,86.8,5,19.4
Mahindra Scorpio S4 7 Seater,2017,950000,61379,Diesel,Dealer,Manual,First Owner,2179,120,7,15.4
Honda City i-VTEC S,2010,350000,58544,Petrol,Dealer,Manual,Second Owner,1497,117.3,5,17.4
Maruti Wagon R VXI,2016,400000,74381,Petrol,Dealer,Manual,First Owner,998,67.05,5,21.79
Maruti 800 DX 5 Speed,2001,75000,35000,Petrol,Individual,Manual,Third Owner,796,37,4,16.1
Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,63982,Diesel,Dealer,Manual,First Owner,1498,89.84,5,22.7
Maruti Wagon R VXI,2008,175000,65000,Petrol,Dealer,Manual,Second Owner,998,67.1,5,18.9
Mahindra Bolero 2011-2019 SLE,2014,570000,74000,Diesel,Dealer,Manual,First Owner,2523,62.1,7,15.96
Renault Duster 110PS Diesel RxZ,2013,525000,56429,Diesel,Dealer,Manual,Second Owner,1461,108.45,5,19.01
Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,Petrol,Individual,Manual,First Owner,1197,78.9,5,20.36
Hyundai Santro Magna,2019,434999,19500,Petrol,Dealer,Manual,First Owner,1086,68.07,5,20.3
Hyundai i20 Asta Option 1.2,2015,495000,30000,Petrol,Dealer,Manual,First Owner,1197,81.83,5,18.6
Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,Diesel,Dealer,Manual,First Owner,1396,88.73,5,22.54
Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Individual,Manual,First Owner,1197,81.86,5,20.14
Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,Petrol,Individual,Manual,First Owner,1591,121.4,5,17.01
Honda City i DTec V,2014,560000,72000,Diesel,Dealer,Manual,First Owner,1498,98.6,5,26
Mahindra Bolero DI AC BSIII,2005,250000,80000,Diesel,Individual,Manual,First Owner,2523,63,7,13.6
Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,Petrol,Individual,Manual,Second Owner,1598,103.5,5,15
Nissan Terrano XL D Option,2016,495000,56832,Diesel,Dealer,Manual,First Owner,1461,83.14,5,19.87
Hyundai Elite i20 Petrol Asta,2014,470000,30528,Petrol,Dealer,Manual,First Owner,1197,81.86,5,18.6
Honda Amaze S Diesel,2013,350000,65285,Diesel,Dealer,Manual,First Owner,1498,98.63,5,24.7
Honda Jazz 1.2 S i VTEC,2015,480000,43000,Petrol,Dealer,Manual,First Owner,1199,88.7,5,18.7
Toyota Etios Liva 1.4 GD,2013,270000,52380,Diesel,Dealer,Manual,First Owner,1364,67.04,5,23.59
Mahindra Bolero B2,2018,660000,74250,Diesel,Dealer,Manual,First Owner,1498,74.96,7,21
Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,Petrol,Dealer,Automatic,First Owner,1197,81.8,5,20.89
Maruti Vitara Brezza ZDi Plus,2017,800000,52000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Nissan Sunny XV,2011,350000,47000,Petrol,Individual,Manual,Second Owner,1498,97.7,5,16.95
Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,Diesel,Individual,Manual,Third Owner,1399,68,5,17.8
Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,Diesel,Individual,Manual,Second Owner,1248,75,5,18
Maruti Swift Dzire VDi,2012,400000,100000,Diesel,Individual,Manual,First Owner,1248,73.9,5,19.3
Nissan Sunny XV,2011,250000,110000,Petrol,Individual,Manual,First Owner,1498,97.7,5,16.95
Fiat Linea Emotion (Diesel),2010,190000,178000,Diesel,Individual,Manual,Second Owner,1248,91.7,5,20.4
Maruti Alto LX,2010,125000,120000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,Diesel,Individual,Manual,Third Owner,2494,102,8,12.8
Maruti Wagon R VXI BS IV,2015,335000,30000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Maruti Wagon R LXI Minor,2009,114999,60000,Petrol,Individual,Manual,Third Owner,1061,67,5,18.9
Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,70000,Diesel,Individual,Manual,Fourth & Above Owner,1199,73.9,5,22.07
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,Diesel,Individual,Manual,First Owner,1396,88.73,5,22.54
Hyundai Verna 1.6 SX,2012,395000,120000,Diesel,Individual,Manual,First Owner,1582,126.32,5,22.32
Maruti Swift Dzire VDI,2015,500000,120000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Hyundai EON Era Plus,2014,220000,50000,Petrol,Individual,Manual,Third Owner,814,55.2,5,21.1
Ford Figo Diesel Celebration Edition,2013,240000,100000,Diesel,Individual,Manual,First Owner,1399,68.1,5,20
Hyundai i20 1.4 CRDi Asta,2010,215000,120000,Diesel,Individual,Manual,Third Owner,1396,90,5,23
Maruti Swift VDI,2012,400000,90000,Diesel,Individual,Manual,Second Owner,1248,74,5,22.9
Maruti Zen Estilo VXI BSIV,2012,191000,90000,Petrol,Individual,Manual,First Owner,998,67.1,5,19
Mahindra Xylo D4 BSIII,2013,351000,100000,Diesel,Individual,Manual,Second Owner,2498,112,8,14
Tata Nano XTA,2015,250000,20000,Petrol,Individual,Automatic,First Owner,624,37.48,4,21.9
Hyundai Verna CRDi SX ABS,2009,210000,90000,Diesel,Individual,Manual,Second Owner,1493,110,5,18.1
Toyota Etios VX,2011,300000,120000,Petrol,Individual,Manual,Third Owner,1496,88.7,5,17.6
Ford Figo Aspire 1.5 TDCi Trend,2017,700000,35000,Diesel,Individual,Manual,First Owner,1498,99,5,25.83
Maruti 800 AC BSIII,2002,120000,120000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Hyundai Elite i20 Asta Option Diesel,2019,850000,10000,Diesel,Individual,Manual,First Owner,1396,88.76,5,22.54
Honda WR-V i-DTEC VX,2017,770000,65000,Diesel,Individual,Manual,Second Owner,1498,98.6,5,25.5
Honda Civic 1.8 S MT,2007,245000,90000,Petrol,Individual,Manual,Third Owner,1799,130,5,13.5
Maruti Alto K10 2010-2014 VXI,2012,250000,90000,Petrol,Individual,Manual,First Owner,998,67.1,5,20.92
Hyundai i20 Active SX Diesel,2016,651000,42323,Diesel,Dealer,Manual,First Owner,1396,88.76,5,21.19
Honda City V MT,2013,480000,42462,Petrol,Dealer,Manual,First Owner,1497,116.3,5,16.8
Maruti Swift VDI BSIV,2015,470000,54723,Diesel,Dealer,Manual,First Owner,1248,74,5,25.2
Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Individual,Manual,First Owner,1498,98.6,5,27.3
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Dealer,Manual,First Owner,1248,88.5,5,25.1
Maruti Ignis 1.2 Delta BSIV,2018,480000,20375,Petrol,Dealer,Manual,First Owner,1197,81.8,5,20.89
Maruti Swift ZDI Plus,2013,450000,43978,Diesel,Dealer,Manual,Second Owner,1248,74,5,28.4
Mahindra Bolero B4,2015,445000,40200,Diesel,Dealer,Manual,First Owner,1498,74.96,7,21
Hyundai i20 1.2 Asta Option,2018,700000,30000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Maruti Ertiga ZDI,2014,560000,90000,Diesel,Individual,Manual,First Owner,1248,88.8,7,20.77
Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,1498,98.96,5,21.7
Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Dealer,Manual,First Owner,1498,98.63,5,27.4
Maruti Swift Dzire Tour LDI,2017,520000,28832,Diesel,Dealer,Manual,First Owner,1248,74,5,23.4
Tata Manza Aura Safire,2011,225000,35000,Petrol,Individual,Manual,First Owner,1368,90,5,15
Maruti Ertiga ZXI,2015,700000,35000,Petrol,Individual,Manual,First Owner,1373,93.7,7,16.02
Honda City 2017-2020 GXi,2006,93150,80000,Petrol,Individual,Manual,Second Owner,1497,78,5,17.7
Mahindra Quanto C4,2016,403000,30000,Diesel,Individual,Manual,Second Owner,1493,100,7,17.21
Hyundai i10 Era,2009,229999,50000,Petrol,Individual,Manual,Second Owner,1086,68.05,5,19.81
Maruti Swift Dzire VDI,2016,525000,40000,Diesel,Individual,Manual,Second Owner,1248,74,5,26.59
Maruti Ertiga VXI,2014,560000,25000,Petrol,Individual,Manual,First Owner,1373,93.7,7,16.02
Maruti Ritz VDi,2011,250000,60000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,21.1
Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,110000,Diesel,Individual,Manual,First Owner,2523,63,9,15.96
Mahindra Scorpio 1.99 S4,2016,745000,67000,Diesel,Individual,Manual,First Owner,1997,120,7,15.4
Ford Figo Diesel Titanium,2010,144000,50000,Diesel,Individual,Manual,Second Owner,1399,68,5,20
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,40000,Petrol,Individual,Manual,First Owner,1061,64,5,18.2
Tata New Safari DICOR 2.2 EX 4x2,2008,300000,120000,Diesel,Individual,Manual,Second Owner,2179,138.1,7,11.57
Maruti 800 DX,1999,52000,100000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Mahindra Scorpio 2.6 CRDe,2003,300000,98000,Diesel,Individual,Manual,First Owner,2179,120,8,10.5
Mahindra Bolero DI DX 7 Seater,2009,270000,150000,Diesel,Individual,Manual,Second Owner,2523,63,7,13.6
Chevrolet Sail LT ABS,2014,260000,38000,Diesel,Individual,Manual,First Owner,1248,74,5,22.1
Toyota Etios GD,2015,475000,120000,Diesel,Individual,Manual,First Owner,1364,67.05,5,23.59
Ford Figo Diesel Titanium,2011,302000,103000,Diesel,Individual,Manual,Third Owner,1399,68,5,20
Maruti 800 AC,1994,45000,60000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Maruti Vitara Brezza VDi Option,2017,775000,80000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Maruti Ertiga VDI,2015,700000,50000,Diesel,Individual,Manual,First Owner,1248,88.76,7,20.77
Maruti Swift VDI BSIV,2014,530000,90000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Tata Nexon 1.5 Revotorq XZ Plus,2017,869999,70000,Diesel,Individual,Manual,First Owner,1497,108.5,5,21.5
Hyundai Elantra CRDi,2006,155000,110000,Diesel,Individual,Manual,Fourth & Above Owner,1991,112.2,5,14.9
Tata Tiago 1.2 Revotron XZA,2019,550000,30000,Petrol,Individual,Automatic,First Owner,1199,83.83,5,23.84
Maruti Swift Dzire VDI,2016,600000,80000,Diesel,Individual,Manual,Second Owner,1248,74,5,26.59
Maruti Swift Dzire VDi,2012,430000,110000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Tata Manza Aura (ABS) Quadrajet,2010,246000,120000,Diesel,Individual,Manual,First Owner,1248,90,5,18.8
Maruti Zen VXi - BS III,2003,120000,120000,Petrol,Individual,Manual,Third Owner,993,60,5,17.3
Hyundai i20 Asta 1.2,2014,565000,70000,Petrol,Individual,Manual,Second Owner,1197,81.83,5,18.6
Hyundai Elite i20 Asta Option Diesel,2018,850000,60000,Diesel,Individual,Manual,First Owner,1396,88.76,5,22.54
Maruti Alto LXi BSIII,2006,160000,90000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Fiat Linea Classic Plus 1.3 Multijet,2014,325000,142500,Diesel,Individual,Manual,First Owner,1248,75,5,19.5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,450000,90000,Diesel,Individual,Manual,Third Owner,2179,120,8,12.05
Hyundai i10 Sportz 1.1L,2015,310000,50000,Petrol,Individual,Manual,First Owner,1086,68.05,5,19.81
Honda Amaze S i-Dtech,2013,250000,90000,Diesel,Individual,Manual,Third Owner,1498,98.6,5,25.8
Maruti Swift Dzire LDI,2015,420000,115000,Diesel,Individual,Manual,Second Owner,1248,74,5,26.59
Hyundai i20 Sportz AT 1.4,2013,330000,150000,Petrol,Individual,Automatic,Second Owner,1396,98.6,5,15
Maruti Swift VXI Optional,2015,405000,68000,Petrol,Individual,Manual,Second Owner,1197,81.8,5,20.4
Mahindra Bolero 2011-2019 ZLX,2013,400000,90000,Diesel,Individual,Manual,Second Owner,2523,62.1,7,15.96
Honda City V AT,2010,409999,110000,Petrol,Individual,Automatic,Third Owner,1497,116.3,5,15.6
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,70000,Diesel,Individual,Manual,Second Owner,2523,62.1,7,15.96
Mahindra XUV500 W8 4WD,2011,590000,80000,Diesel,Individual,Manual,Third Owner,2179,140,7,15.1
Hyundai i10 Era,2007,135000,100000,Petrol,Individual,Manual,Second Owner,1086,68.05,5,19.81
Maruti Wagon R LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Maruti 800 Std BSII,2004,45000,77000,Petrol,Individual,Manual,Third Owner,796,37,4,16.1
Maruti Swift Dzire VDI,2018,650000,35500,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Maruti Wagon R VXI Optional,2018,400000,17500,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Maruti Alto K10 VXI,2017,350000,27000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Hyundai Grand i10 1.2 CRDi Asta,2017,550000,60000,Diesel,Individual,Manual,First Owner,1186,73.97,5,24
Maruti Wagon R LXI Optional,2016,350000,25000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Maruti Swift Dzire LDI Optional,2015,459999,80000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Maruti Alto LXi,2012,185000,60000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Volkswagen Polo Diesel Highline 1.2L,2013,550000,38000,Diesel,Individual,Manual,First Owner,1199,73.9,5,22.07
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,900000,110000,Diesel,Individual,Manual,First Owner,2494,102,8,12.8
Honda BR-V i-DTEC S MT,2016,900000,92000,Diesel,Individual,Manual,First Owner,1498,98.6,7,21.9
Mahindra Bolero 2011-2019 Plus AC,2012,550000,180000,Diesel,Individual,Manual,Third Owner,2523,62.1,9,15.96
Maruti Baleno Zeta 1.2,2018,625000,10000,Petrol,Individual,Manual,First Owner,1197,83.1,5,21.4
Maruti Alto 800 VXI,2017,310000,35000,Petrol,Individual,Manual,Second Owner,796,47.3,5,24.7
Maruti Swift DDiS LDI,2017,500000,35000,Diesel,Individual,Manual,First Owner,1248,74,5,28.4
Hyundai Grand i10 CRDi Sportz,2016,610000,23000,Diesel,Individual,Manual,First Owner,1120,70,5,24
Tata Indigo CS LX (TDI) BS III,2012,150000,150000,Diesel,Individual,Manual,Third Owner,1396,69,5,19.09
Hyundai Xcent 1.1 CRDi SX Option,2015,480000,70000,Diesel,Individual,Manual,First Owner,1120,71,5,24.4
Hyundai i20 1.2 Asta Option,2017,650000,40000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Hyundai i20 1.4 CRDi Magna,2012,290000,100000,Diesel,Individual,Manual,Second Owner,1396,90,5,21.9
Maruti Alto 800 LXI,2017,300000,50000,Petrol,Individual,Manual,Second Owner,796,47.3,5,24.7
Maruti Swift Dzire VDi,2010,270000,120000,Diesel,Individual,Manual,Fourth & Above Owner,1248,73.9,5,19.3
Hyundai Xcent 1.1 CRDi S,2015,400000,60000,Diesel,Individual,Manual,Second Owner,1120,71,5,24.4
Maruti Alto 800 LX,2015,280000,28000,Petrol,Individual,Manual,Second Owner,796,47.3,5,22.74
Maruti Swift Dzire VXi,2009,250000,60000,Petrol,Individual,Manual,Third Owner,1298,85.8,5,17.5
Maruti Swift Dzire VDi,2012,495000,80000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Individual,Manual,First Owner,1199,88.76,5,19.5
Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Individual,Manual,First Owner,1396,69,5,25
Renault Duster 85PS Diesel RxE,2017,650000,120000,Diesel,Individual,Manual,First Owner,1461,83.8,5,19.87
Honda Jazz 1.2 V AT i VTEC,2015,600000,80000,Petrol,Individual,Automatic,First Owner,1199,88.7,5,19
Tata New Safari DICOR 2.2 EX 4x2,2009,150000,150000,Diesel,Individual,Manual,Fourth & Above Owner,2179,138.1,7,11.57
Mahindra Renault Logan 1.4 GLX Petrol,2009,135000,120000,Petrol,Individual,Manual,First Owner,1390,75,5,15.7
Maruti Swift Dzire VDI,2014,650000,50000,Diesel,Individual,Manual,First Owner,1248,74,5,23.4
Honda City V MT,2012,550000,83000,Petrol,Individual,Manual,First Owner,1497,116.3,5,16.8
Maruti Swift Dzire VDI,2017,650000,20000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Honda Brio 1.2 VX MT,2017,450000,6750,Petrol,Individual,Manual,First Owner,1198,86.8,5,18.5
Maruti Ciaz VXi Plus,2015,650000,26000,Petrol,Individual,Manual,First Owner,1373,91.1,5,20.73
Hyundai Grand i10 1.2 Kappa Era,2017,430000,52000,Petrol,Individual,Manual,First Owner,1197,81.86,5,17
Hyundai Creta 1.6 CRDi AT S Plus,2017,1143000,51000,Diesel,Individual,Automatic,First Owner,1582,126.2,5,17.01
Maruti Swift AMT ZXI Plus BSIV,2019,700000,20000,Petrol,Individual,Automatic,First Owner,1197,81.8,5,22
Maruti Ritz VXi,2011,229999,18500,Petrol,Individual,Manual,First Owner,1197,85.8,5,18.5
Mahindra TUV 300 T4,2017,509999,142000,Diesel,Individual,Manual,First Owner,1493,100,7,18.49
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,670000,50478,Petrol,Individual,Manual,First Owner,1499,110.4,5,15.85
Tata Tiago 1.2 Revotron XZA,2019,525000,9200,Petrol,Individual,Automatic,First Owner,1199,83.83,5,23.84
Renault Duster 85PS Diesel RxE,2016,515000,40000,Diesel,Individual,Manual,First Owner,1461,83.8,5,19.87
Maruti Baleno Delta,2020,630000,5000,Petrol,Individual,Manual,First Owner,1197,81.8,5,21.01
Datsun RediGO A,2019,270000,2300,Petrol,Individual,Manual,First Owner,799,53.64,5,22.7
Maruti Alto 800 LXI,2016,300000,40000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Mahindra Xylo D2 BSIV,2012,250000,119000,Diesel,Individual,Manual,First Owner,2489,95,8,14
Maruti Alto LX,2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,796,46.3,5,19.7
Maruti Ertiga SHVS ZDI Plus,2017,750000,100000,Diesel,Individual,Manual,First Owner,1248,88.5,7,24.52
Maruti Wagon R LXI Minor,2009,135000,50000,Petrol,Individual,Manual,Second Owner,1061,67,5,18.9
Maruti Eeco Smiles 5 Seater AC,2013,275000,80000,Petrol,Individual,Manual,Second Owner,1196,73,5,15.1
Tata Nexon 1.2 Revotron XM,2018,740000,15000,Petrol,Individual,Manual,First Owner,1198,108.5,5,17
Toyota Yaris V BSIV,2018,1000000,4295,Petrol,Trustmark Dealer,Manual,First Owner,1496,105.5,5,17.1
Toyota Yaris V BSIV,2018,1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner,1496,105.5,5,17.1
Hyundai Grand i10 Nios Sportz,2019,550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,1197,81.86,5,20.7
Maruti Baleno Alpha,2016,600000,6757,Petrol,Trustmark Dealer,Manual,First Owner,1197,81.8,5,21.01
Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,28182,Petrol,Trustmark Dealer,Automatic,First Owner,1598,103.52,5,14.3
